	gene_id	gene_type	logFC	AveExpr
6926	ENSG00000115041.12	protein_coding	-0.031084771	0.78009803
347	ENSG00000199562.1	snRNA	-0.061795434	5.539032213
669	ENSG00000233069.1	antisense	0.03772356	0.208329857
17168	ENSG00000199047.3	miRNA	0.034139599	6.070237333
400	ENSG00000275915.1	misc_RNA	0.060560088	3.892774408
11975	ENSG00000284862.1	protein_coding	-0.06086222	5.184745655
12313	ENSG00000225822.4	antisense	0.033439127	1.819105983
14838	ENSG00000247130.2	antisense	0.032010492	-1.222199742
4070	ENSG00000270994.1	processed_pseudogene	-0.032484384	1.205624067
16489	ENSG00000232916.1	processed_pseudogene	-0.060946084	5.969291639
9060	ENSG00000263641.1	miRNA	-0.045334233	9.758760645
6935	ENSG00000144010.9	protein_coding	-0.045795674	4.900515831
3810	ENSG00000235378.2	processed_pseudogene	-0.064148015	4.154819991
5077	ENSG00000224783.1	processed_pseudogene	-0.048508799	9.174674449
16170	ENSG00000250555.2	antisense	-0.064377127	4.196195029
753	ENSG00000285802.1	lincRNA	-0.05176019	7.898274052
12341	ENSG00000227375.5	antisense	0.035494752	1.360637756
10018	ENSG00000284672.1	protein_coding	-0.058903285	4.225345698
9494	ENSG00000233252.1	processed_pseudogene	0.051989284	0.708214074
5113	ENSG00000054277.13	protein_coding	-0.05037997	9.275952433
1162	ENSG00000196182.10	protein_coding	0.054865743	0.678017438
14874	ENSG00000281652.1	unprocessed_pseudogene	0.04685242	-0.996900227
13146	ENSG00000134852.14	protein_coding	0.038606379	3.556950794
6281	ENSG00000278523.1	misc_RNA	0.070621476	4.812152956
9982	ENSG00000211456.10	protein_coding	0.038429804	4.945743847
18883	ENSG00000156564.8	protein_coding	0.051479186	1.857942309
1210	ENSG00000212541.1	snRNA	-0.042109232	2.021352535
5058	ENSG00000266262.1	miRNA	0.035719897	2.427919261
12440	ENSG00000013810.18	protein_coding	0.04473727	2.547746272
4559	ENSG00000212187.1	snoRNA	-0.032668737	-0.978161474
11859	ENSG00000207114.1	snRNA	0.055080535	4.123360227
3866	ENSG00000251943.1	snRNA	-0.030983997	0.564588104
13728	ENSG00000252548.1	snRNA	-0.045168653	3.807537431
5215	ENSG00000228982.1	unprocessed_pseudogene	0.035692553	1.006680921
3534	ENSG00000158714.10	protein_coding	0.048490098	0.761741008
9560	ENSG00000264354.1	miRNA	-0.060633966	7.711618884
18219	ENSG00000026950.16	protein_coding	-0.060778356	7.450214437
10106	ENSG00000207605.3	miRNA	-0.030853214	0.353294314
2691	ENSG00000163399.15	protein_coding	-0.045502803	3.952615965
4058	ENSG00000207472.1	snRNA	0.031062444	-1.093200544
3497	ENSG00000197403.4	protein_coding	0.058665458	3.443533538
5112	ENSG00000117009.11	protein_coding	-0.04506414	-0.148284129
14774	ENSG00000251230.5	lincRNA	-0.043178593	-1.023188839
16472	ENSG00000249249.1	antisense	-0.043640645	-0.123418915
12064	ENSG00000284917.1	protein_coding	0.06083634	2.420867319
16581	ENSG00000248600.1	lincRNA	0.052921759	4.576826318
7162	ENSG00000224061.1	processed_pseudogene	-0.042876481	6.210054828
10923	ENSG00000270880.1	processed_pseudogene	-0.048402888	1.722016621
14347	ENSG00000248210.1	lincRNA	0.031776519	5.561521185
13576	ENSG00000201633.1	misc_RNA	-0.059856199	2.690583461
14714	ENSG00000249460.1	lincRNA	-0.031156593	-1.475462397
2207	ENSG00000212459.1	snRNA	-0.060802629	2.799510188
2316	ENSG00000233907.1	lincRNA	-0.03435023	0.374384323
1696	ENSG00000235741.1	lincRNA	-0.041546609	4.31607984
15010	ENSG00000250974.2	lincRNA	0.041081202	2.16682289
5006	ENSG00000173726.10	protein_coding	0.048938356	4.691201627
3880	ENSG00000117592.8	protein_coding	-0.032247231	0.269802714
5308	ENSG00000242529.1	processed_pseudogene	0.042102502	8.899780687
6642	ENSG00000225045.1	processed_pseudogene	-0.046410783	1.618172893
18627	ENSG00000213676.12	protein_coding	-0.037835712	0.403668575
16933	ENSG00000284325.1	miRNA	0.049197125	3.87675612
14553	ENSG00000248645.1	unprocessed_pseudogene	0.032224968	-1.168039405
355	ENSG00000241563.3	protein_coding	0.031230496	-1.23539685
8590	ENSG00000204196.5	processed_pseudogene	-0.062284512	5.193463815
12099	ENSG00000265470.1	miRNA	-0.052489128	7.059588906
15538	ENSG00000212561.1	snRNA	-0.030651246	1.307248968
5607	ENSG00000200763.1	snRNA	0.049573594	3.775359935
11786	ENSG00000114209.14	protein_coding	-0.035637302	6.111281539
12421	ENSG00000212458.1	snoRNA	0.04577836	2.639794362
5751	ENSG00000138085.16	protein_coding	-0.062015855	4.507907646
3958	ENSG00000201347.1	rRNA_pseudogene	0.046345677	2.856234884
2665	ENSG00000227970.1	unitary_pseudogene	-0.057959539	7.246752945
16522	ENSG00000206786.1	snRNA	-0.042837287	-0.394035539
6039	ENSG00000277809.1	misc_RNA	0.057453385	1.163728476
11704	ENSG00000243675.1	processed_pseudogene	-0.031060767	-1.083663496
11652	ENSG00000163655.15	protein_coding	0.034649527	2.290611661
18491	ENSG00000237923.1	lincRNA	0.060472117	5.224808045
18493	ENSG00000237775.1	antisense	0.033106295	-0.07845383
18753	ENSG00000216636.1	processed_pseudogene	-0.039718687	0.498974474
15104	ENSG00000251548.1	processed_pseudogene	-0.048390874	5.028138122
21	ENSG00000273874.1	miRNA	-0.065888069	5.142880009
6532	ENSG00000279070.2	lincRNA	0.058721291	2.564810328
15835	ENSG00000183474.15	protein_coding	0.035873962	4.089036597
7956	ENSG00000054219.10	protein_coding	0.031984513	-1.251966584
16430	ENSG00000251076.1	antisense	-0.045957995	3.327642149
6187	ENSG00000240401.8	antisense	0.05244203	8.902428489
12021	ENSG00000078081.7	protein_coding	0.044437049	0.511202744
8481	ENSG00000162972.10	protein_coding	-0.036047825	-0.519728388
13737	ENSG00000249065.2	transcribed_processed_pseudogene	0.049002981	8.622452084
6871	ENSG00000265897.2	processed_pseudogene	-0.058724016	6.031548228
1885	ENSG00000172410.4	protein_coding	0.030691465	-0.938065607
2750	ENSG00000203859.9	protein_coding	-0.052785001	5.732407682
3987	ENSG00000162782.15	protein_coding	-0.057277461	5.668677129
12355	ENSG00000273375.1	lincRNA	-0.03406199	1.955362455
2776	ENSG00000265808.3	protein_coding	-0.057262734	6.638678188
15423	ENSG00000270558.1	processed_pseudogene	-0.05856337	5.755296781
2896	ENSG00000131788.15	protein_coding	0.03043894	1.581609854
10534	ENSG00000113805.8	protein_coding	0.062939223	5.957985954
8599	ENSG00000178562.17	protein_coding	-0.034912761	1.447114819
8255	ENSG00000271401.1	lincRNA	0.036294199	-0.20502829
4544	ENSG00000223649.1	lincRNA	-0.050842947	0.980653549
16838	ENSG00000212460.1	snRNA	0.036997746	3.318724554
7317	ENSG00000169607.12	protein_coding	0.067192008	5.358712032
3074	ENSG00000276103.1	snRNA	-0.062182823	6.794784532
5430	ENSG00000231083.1	lincRNA	-0.054283059	8.745424627
12575	ENSG00000251615.3	lincRNA	-0.031320939	-1.271593471
2314	ENSG00000230434.2	lincRNA	-0.054635805	-1.930300479
17279	ENSG00000135077.8	protein_coding	0.041687263	0.67711804
14434	ENSG00000249041.1	antisense	0.042293166	1.843254768
14187	ENSG00000249381.1	lincRNA	-0.058797817	8.978010506
7213	ENSG00000135960.9	protein_coding	-0.055726759	1.458424902
13505	ENSG00000266270.1	miRNA	0.031659787	0.075531796
17185	ENSG00000070814.19	protein_coding	-0.059159584	2.172804262
11716	ENSG00000151967.18	protein_coding	-0.059926169	5.1665935
5949	ENSG00000227238.1	unitary_pseudogene	0.039936783	3.53289449
14839	ENSG00000248370.1	lincRNA	0.031035124	-0.572459386
7966	ENSG00000232337.1	processed_pseudogene	-0.041108589	0.545178759
17436	ENSG00000249601.2	lincRNA	-0.057317635	6.435860766
3032	ENSG00000261716.2	transcribed_unprocessed_pseudogene	-0.040203916	2.404080261
4519	ENSG00000117595.11	protein_coding	0.049276817	-0.004616677
9791	ENSG00000224080.1	processed_pseudogene	0.035193508	-0.643730069
10437	ENSG00000223409.1	processed_pseudogene	-0.065577109	4.966381252
14299	ENSG00000237136.7	protein_coding	0.031778647	4.313934357
7691	ENSG00000153086.13	protein_coding	0.051981367	3.60379637
2664	ENSG00000052723.11	protein_coding	0.034635781	-0.938581659
4745	ENSG00000229742.1	processed_pseudogene	0.030798714	1.658366045
1526	ENSG00000229554.2	processed_pseudogene	0.030298117	-0.370002975
5423	ENSG00000229405.1	processed_pseudogene	-0.057296324	5.0542017
14361	ENSG00000252451.1	rRNA_pseudogene	0.050827117	2.517349636
9447	ENSG00000272410.5	protein_coding	-0.041342313	1.298702145
183	ENSG00000272235.1	lincRNA	0.037497733	-0.628781177
18048	ENSG00000112183.14	protein_coding	-0.067359932	4.176158381
7620	ENSG00000227661.1	unprocessed_pseudogene	-0.032783902	1.14586837
3414	ENSG00000183856.10	protein_coding	-0.040553663	1.252620492
3867	ENSG00000117560.7	protein_coding	-0.038160768	1.648097262
7026	ENSG00000115085.13	protein_coding	-0.044695759	5.610520159
2593	ENSG00000284755.1	protein_coding	-0.053138405	9.510892345
4891	ENSG00000177788.5	bidirectional_promoter_lncRNA	0.030177837	-1.138829328
9584	ENSG00000131374.14	protein_coding	-0.047050862	6.59902721
8470	ENSG00000119042.16	protein_coding	0.0319209	-0.54155901
10465	ENSG00000265355.1	miRNA	-0.066338636	7.245964393
15217	ENSG00000251487.1	lincRNA	-0.052627555	4.626742164
13657	ENSG00000138640.14	protein_coding	-0.034627502	3.338123191
11148	ENSG00000201288.1	snRNA	0.052934574	0.528188517
15416	ENSG00000164190.17	protein_coding	-0.056691271	4.466572921
5094	ENSG00000224359.2	antisense	-0.058010128	4.62446479
5026	ENSG00000235761.2	processed_pseudogene	-0.037582902	3.566867502
10206	ENSG00000145041.15	protein_coding	-0.037799302	5.292794847
8218	ENSG00000213963.6	sense_overlapping	-0.031043822	-0.553098516
14435	ENSG00000249692.1	processed_pseudogene	0.058649771	6.505378
14284	ENSG00000222594.1	misc_RNA	0.03011029	1.921609321
9400	ENSG00000199815.2	snoRNA	0.032901532	-0.229237516
14031	ENSG00000050730.15	protein_coding	0.058330762	6.11104875
15167	ENSG00000250816.1	processed_pseudogene	0.033900825	2.65756602
15755	ENSG00000272354.1	lincRNA	0.066756021	2.125261151
9317	ENSG00000226423.1	lincRNA	-0.060346062	7.755791935
6446	ENSG00000143977.13	protein_coding	-0.037489165	-1.087958953
9225	ENSG00000132326.11	protein_coding	0.033243726	1.261388273
6551	ENSG00000115275.12	protein_coding	0.034498877	-0.293764101
6575	ENSG00000115350.11	protein_coding	-0.057657621	4.60532505
9131	ENSG00000077044.10	protein_coding	0.056965384	6.803462424
13006	ENSG00000183783.6	protein_coding	0.030125139	0.968772336
8000	ENSG00000182263.13	protein_coding	-0.065545961	4.242772972
10026	ENSG00000160796.16	protein_coding	0.034478366	-0.169001437
4334	ENSG00000159346.12	protein_coding	0.032520152	0.843075557
8609	ENSG00000225304.1	processed_pseudogene	0.042643248	0.933222251
16054	ENSG00000206774.1	snRNA	0.030473766	-1.317520337
11401	ENSG00000250161.1	processed_pseudogene	-0.033447446	2.940840083
12603	ENSG00000223569.6	protein_coding	-0.047723116	1.148408523
3763	ENSG00000221545.1	miRNA	-0.033559153	-0.906395865
7104	ENSG00000236525.1	sense_intronic	-0.058030134	6.276594339
173	ENSG00000283259.1	antisense	-0.039081404	-1.332778147
13193	ENSG00000251049.2	lincRNA	0.049003351	5.720369724
5204	ENSG00000223519.8	transcribed_unitary_pseudogene	0.034259454	5.856817209
8660	ENSG00000234902.6	lincRNA	0.037316433	-1.058803144
18964	ENSG00000137171.14	protein_coding	-0.058692029	5.19645942
7823	ENSG00000232238.1	processed_pseudogene	0.047392846	5.762575959
19012	ENSG00000265439.2	misc_RNA	-0.097797371	1.195647157
5327	ENSG00000236856.1	lincRNA	0.03040955	0.303576637
9942	ENSG00000261786.1	lincRNA	0.036148919	1.951809001
17799	ENSG00000228718.2	lincRNA	-0.05374737	7.812134503
16273	ENSG00000145721.11	protein_coding	0.04815504	4.500657146
15956	ENSG00000272040.1	lincRNA	-0.066135207	4.889749801
16754	ENSG00000240250.3	misc_RNA	0.0362536	-0.398389555
9812	ENSG00000060971.17	protein_coding	0.037176605	6.20262764
7144	ENSG00000231851.5	antisense	0.036343236	0.017966004
15204	ENSG00000269466.3	protein_coding	-0.031463777	6.345014116
18614	ENSG00000204348.9	protein_coding	0.049191569	1.985430012
15037	ENSG00000272049.1	lincRNA	-0.037452168	1.474850753
7621	ENSG00000236590.1	unprocessed_pseudogene	-0.055452702	3.083242095
18144	ENSG00000223623.1	lincRNA	-0.057843348	6.750911001
3682	ENSG00000212538.2	snoRNA	0.04909861	7.76394311
4543	ENSG00000198570.5	protein_coding	-0.052054062	2.286786295
2721	ENSG00000198162.12	protein_coding	0.030411097	0.625666608
17928	ENSG00000285216.1	bidirectional_promoter_lncRNA	-0.03766007	3.556306424
18270	ENSG00000218069.2	processed_pseudogene	-0.064146544	8.505392932
13462	ENSG00000240426.1	processed_pseudogene	0.029614775	-1.298290716
596	ENSG00000074964.16	protein_coding	-0.03038117	1.919953384
11270	ENSG00000196353.11	protein_coding	-0.052268343	1.447997509
14016	ENSG00000250392.2	lincRNA	0.034472632	-0.915953038
9705	ENSG00000261468.1	sense_overlapping	0.074668769	5.502195655
16122	ENSG00000249792.1	lincRNA	0.03655165	3.901076528
5713	ENSG00000214465.3	processed_pseudogene	-0.05362537	5.572835289
5119	ENSG00000196289.7	protein_coding	-0.045620761	3.339549637
15114	ENSG00000248131.5	lincRNA	-0.062856716	2.585212857
267	ENSG00000049245.12	protein_coding	-0.033737073	2.340374233
15867	ENSG00000250387.2	lincRNA	0.054400368	2.738620382
11462	ENSG00000244171.4	processed_pseudogene	-0.059958631	3.252937455
10497	ENSG00000273461.5	lincRNA	0.046713817	4.064763451
1605	ENSG00000285839.1	protein_coding	0.031611021	-0.343612268
14297	ENSG00000249245.2	processed_pseudogene	0.034646478	3.108877872
10182	ENSG00000281358.1	antisense	0.043327136	3.219798338
18095	ENSG00000280989.1	lincRNA	-0.029546915	0.329764918
6715	ENSG00000068615.18	protein_coding	0.05896191	3.249911805
10581	ENSG00000240964.3	misc_RNA	-0.044293213	0.463580273
2305	ENSG00000230427.1	antisense	-0.031780042	-1.378990605
13799	ENSG00000252460.1	snRNA	0.039419849	3.07655659
3143	ENSG00000203288.3	antisense	0.045986855	0.354006897
6548	ENSG00000115274.14	protein_coding	0.029584075	0.642091908
18889	ENSG00000124596.16	protein_coding	-0.054126983	1.650953306
1073	ENSG00000162522.10	protein_coding	0.042067424	2.494061026
10475	ENSG00000241665.3	misc_RNA	-0.055772046	6.081475318
17891	ENSG00000218868.1	processed_pseudogene	0.048154431	2.666739258
8243	ENSG00000204311.13	protein_coding	-0.052700448	4.075028887
3764	ENSG00000224837.1	processed_pseudogene	-0.029824864	2.571820601
18075	ENSG00000228412.8	antisense	0.045453705	-1.241525086
7392	ENSG00000279227.1	TEC	-0.061255433	2.831968869
13971	ENSG00000201752.1	snRNA	0.051659545	-1.315857255
17702	ENSG00000146090.15	protein_coding	0.072793486	6.167569714
2494	ENSG00000134243.11	protein_coding	-0.060270708	2.565945153
16104	ENSG00000243385.2	processed_pseudogene	0.031782013	-0.501823675
4541	ENSG00000236809.2	unprocessed_pseudogene	-0.068135908	5.281236538
17495	ENSG00000253439.1	processed_pseudogene	0.067036904	2.109778385
13319	ENSG00000251284.2	processed_pseudogene	0.046980252	3.792442706
2039	ENSG00000285928.1	lincRNA	0.063327345	5.082906186
13637	ENSG00000199326.1	snRNA	0.046833033	2.120173407
4374	ENSG00000143839.14	protein_coding	-0.045003758	6.414335863
6368	ENSG00000227293.1	lincRNA	0.034086394	2.124439215
18513	ENSG00000137310.11	protein_coding	-0.058092268	4.798887804
3202	ENSG00000184148.3	protein_coding	0.037460938	1.402649586
6023	ENSG00000264047.2	misc_RNA	-0.037313938	10.65373098
83	ENSG00000162571.13	protein_coding	0.030639986	1.338533928
17894	ENSG00000279368.1	TEC	-0.040324467	-0.503914989
13041	ENSG00000170448.11	protein_coding	0.037678837	4.093304774
6900	ENSG00000232502.1	processed_pseudogene	-0.060110221	4.313380964
10848	ENSG00000242029.1	lincRNA	0.047186435	3.3562661
3139	ENSG00000249602.1	antisense	0.031755335	3.727981812
6152	ENSG00000251942.1	scaRNA	0.044740479	6.19488152
3155	ENSG00000229021.2	antisense	0.054653004	3.423485011
18971	ENSG00000112667.12	protein_coding	-0.054730962	4.952301921
8281	ENSG00000115232.13	protein_coding	-0.033853034	-0.0461185
3027	ENSG00000183598.3	protein_coding	-0.06222064	5.272672132
4949	ENSG00000222986.1	snRNA	-0.032852502	1.702529556
8213	ENSG00000284252.1	miRNA	0.038545381	0.988511168
11097	ENSG00000243072.1	processed_pseudogene	0.060815684	3.637344939
4981	ENSG00000273367.1	antisense	-0.051728847	2.736909743
15480	ENSG00000112936.18	protein_coding	0.031542261	3.580508209
4880	ENSG00000183929.7	processed_pseudogene	-0.046667365	1.80806819
9659	ENSG00000213872.3	processed_pseudogene	0.041298742	1.670637018
12269	ENSG00000236425.1	processed_pseudogene	-0.029674875	-0.293468291
18653	ENSG00000229391.7	transcribed_unprocessed_pseudogene	0.050079198	2.242469071
8130	ENSG00000271151.1	lincRNA	-0.038121482	0.191693746
9925	ENSG00000232375.1	unprocessed_pseudogene	-0.055253406	1.577634536
13366	ENSG00000207448.1	snRNA	-0.063574883	4.346250389
18440	ENSG00000204619.7	protein_coding	0.052496602	3.261525177
12257	ENSG00000244314.3	misc_RNA	-0.03060525	-1.233517355
8301	ENSG00000202141.1	misc_RNA	-0.043859065	8.662441269
4820	ENSG00000081692.12	protein_coding	-0.056661784	5.542735927
1348	ENSG00000228192.7	antisense	-0.032881461	10.58986687
14782	ENSG00000250754.5	lincRNA	0.036651141	1.958039541
11717	ENSG00000244040.6	antisense	0.030184055	-1.33280545
676	ENSG00000235112.1	processed_pseudogene	-0.029045857	-0.469610553
5874	ENSG00000252246.1	rRNA_pseudogene	0.042856803	4.127359068
6053	ENSG00000171132.13	protein_coding	0.062473787	4.149328397
11173	ENSG00000242049.1	antisense	-0.060023506	4.687910206
9943	ENSG00000173769.4	protein_coding	-0.046613875	5.32155275
17294	ENSG00000253519.1	antisense	0.063378102	2.252968763
10071	ENSG00000164051.13	protein_coding	-0.043602027	5.024271482
7373	ENSG00000235026.5	antisense	-0.040182148	4.043641112
1354	ENSG00000284138.1	processed_pseudogene	0.054280198	3.848046546
8558	ENSG00000212309.1	snoRNA	-0.061578157	3.992602824
3809	ENSG00000243051.3	misc_RNA	0.058749099	1.863216024
16480	ENSG00000177879.15	protein_coding	0.032754142	7.820261886
1168	ENSG00000119535.17	protein_coding	-0.053752591	6.824773609
15108	ENSG00000272324.5	antisense	-0.042308123	4.954150343
13647	ENSG00000285385.1	protein_coding	-0.056153378	3.178837017
13109	ENSG00000173966.7	processed_pseudogene	-0.029084057	-1.266313812
10792	ENSG00000239997.1	processed_pseudogene	0.031153184	-0.368076085
2288	ENSG00000233482.1	antisense	-0.05893726	6.309352139
8817	ENSG00000163466.15	protein_coding	0.029253578	0.564013705
8352	ENSG00000228073.1	antisense	0.029593188	-0.445615485
6493	ENSG00000278060.1	antisense	0.036500575	7.431103584
1701	ENSG00000230728.1	sense_overlapping	-0.031377488	-0.557287129
17077	ENSG00000213488.4	processed_pseudogene	-0.061355922	3.696858865
510	ENSG00000271742.1	lincRNA	0.048823133	0.404943101
3969	ENSG00000143322.19	protein_coding	-0.050677327	0.606335713
15201	ENSG00000248160.1	processed_pseudogene	-0.058279549	5.625630328
17869	ENSG00000271978.1	lincRNA	-0.048660745	4.20316094
